age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,zscores
49,blue-collar,married,primary,no,1,no,yes,cellular,5,feb,98,1,210,1,other,no,-0.4470909058257685
57,retired,married,secondary,yes,32,yes,no,cellular,15,may,476,3,-1,0,unknown,no,-0.4369093862666524
36,management,divorced,tertiary,no,608,no,no,cellular,26,aug,125,2,-1,0,unknown,no,-0.24773018413597908
38,services,married,tertiary,no,658,no,no,cellular,4,aug,328,2,-1,0,unknown,no,-0.23130837839546925
52,housemaid,married,primary,no,1466,no,yes,cellular,20,nov,150,1,-1,0,unknown,no,0.03406800237116965
45,blue-collar,married,secondary,no,28,no,yes,cellular,4,feb,215,1,222,1,other,no,-0.43822313072589314
37,management,single,tertiary,no,331,yes,no,cellular,8,may,94,3,-1,0,unknown,no,-0.3387069879384036
36,blue-collar,divorced,primary,no,0,no,no,cellular,14,may,543,2,-1,0,unknown,no,-0.4474193419405787
25,services,single,secondary,no,-439,yes,no,unknown,12,may,293,1,-1,0,unknown,no,-0.591602796342255
38,technician,married,secondary,no,196,no,no,cellular,22,aug,252,2,-1,0,unknown,no,-0.38304586343778013
49,services,single,secondary,no,6882,yes,no,cellular,6,may,482,2,-1,0,unknown,no,1.8128780001831948
44,blue-collar,married,primary,no,-14,yes,yes,unknown,19,may,179,4,-1,0,unknown,no,-0.45201744754792145
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,feb,406,2,92,2,success,yes,-0.38140368286372917
32,blue-collar,single,secondary,no,22,no,no,cellular,7,jul,280,1,-1,0,unknown,no,-0.44019374741475437
53,technician,married,secondary,no,195,yes,no,cellular,19,may,472,1,90,6,success,yes,-0.38337429955259034
47,services,married,secondary,no,1073,no,no,telephone,11,jul,518,3,-1,0,unknown,no,-0.09500739074923764
39,management,single,tertiary,no,0,no,no,cellular,6,may,389,2,-1,0,unknown,no,-0.4474193419405787
42,services,married,secondary,no,-437,yes,yes,unknown,27,may,318,1,-1,0,unknown,no,-0.5909459241126346
49,unemployed,married,tertiary,no,377,no,no,cellular,24,mar,74,2,-1,0,unknown,no,-0.3235989266571345
57,retired,married,primary,no,0,yes,no,cellular,6,may,62,2,273,2,failure,no,-0.4474193419405787
48,management,divorced,tertiary,no,507,yes,no,cellular,9,apr,528,1,-1,0,unknown,no,-0.28090223173180895
33,blue-collar,married,primary,no,141,yes,no,unknown,21,may,578,2,-1,0,unknown,no,-0.40110984975234093
43,unknown,married,primary,no,2113,no,no,cellular,29,jul,33,2,-1,0,unknown,no,0.2465661686533669
62,technician,married,unknown,no,635,no,no,cellular,22,apr,292,4,247,1,other,no,-0.23886240903610378
34,technician,single,secondary,no,649,no,no,cellular,7,aug,124,3,-1,0,unknown,no,-0.23426430342876103
29,services,divorced,secondary,no,590,yes,no,unknown,30,may,76,2,-1,0,unknown,no,-0.25364203420256265
43,technician,single,secondary,yes,685,yes,no,cellular,18,nov,78,1,110,2,failure,no,-0.22244060329559395
54,admin.,married,tertiary,no,59,yes,no,cellular,10,jul,268,1,-1,0,unknown,no,-0.4280416111667771
53,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,263,1,-1,0,unknown,no,-0.4474193419405787
31,blue-collar,married,secondary,no,1664,yes,no,cellular,7,may,603,2,17,2,failure,no,0.0990983531035886
43,services,married,tertiary,no,4216,no,no,cellular,24,dec,150,2,195,2,success,yes,0.9372673180992105
31,admin.,single,secondary,no,130,yes,yes,unknown,12,may,132,1,-1,0,unknown,no,-0.4047226470152531
32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100,2,-1,0,unknown,yes,-0.4467624697109583
52,blue-collar,married,primary,no,994,no,no,cellular,22,aug,109,2,-1,0,unknown,no,-0.12095384381924318
34,blue-collar,married,secondary,no,1575,yes,no,unknown,27,may,148,3,-1,0,unknown,no,0.06986753888548108
32,management,single,tertiary,no,1160,yes,yes,unknown,11,jun,450,2,-1,0,unknown,no,-0.06643344876075052
34,student,single,unknown,no,242,no,no,telephone,4,mar,364,2,244,2,failure,no,-0.36793780215651106
36,blue-collar,divorced,secondary,no,853,no,no,unknown,20,jun,15,12,-1,0,unknown,no,-0.16726333600748092
28,blue-collar,married,secondary,no,708,yes,no,unknown,6,jun,339,5,-1,0,unknown,no,-0.21488657265495942
45,blue-collar,married,primary,no,-160,yes,no,unknown,20,jun,15,26,-1,0,unknown,no,-0.4999691203102101
45,entrepreneur,married,primary,no,276,yes,yes,cellular,14,may,586,1,364,1,failure,no,-0.3567709742529644
50,services,married,secondary,no,2956,yes,no,unknown,14,may,686,1,-1,0,unknown,no,0.5234378134383627
38,technician,married,secondary,no,59,yes,no,unknown,19,may,18,1,-1,0,unknown,no,-0.4280416111667771
32,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jan,117,2,-1,0,unknown,no,-0.4474193419405787
42,admin.,single,tertiary,no,168,yes,no,cellular,17,jul,295,1,-1,0,unknown,no,-0.39224207465246563
59,blue-collar,divorced,unknown,no,454,yes,no,cellular,10,jul,293,1,-1,0,unknown,no,-0.2983093458167494
48,admin.,married,secondary,no,113,yes,yes,cellular,9,jul,532,1,-1,0,unknown,no,-0.41030606096702643
36,technician,divorced,secondary,no,1451,yes,no,cellular,23,jul,192,4,93,17,other,yes,0.029141460649016702
38,blue-collar,single,primary,no,127,yes,no,cellular,28,jan,70,1,-1,0,unknown,no,-0.4057079553596837
49,housemaid,married,secondary,no,7317,yes,no,unknown,8,may,140,1,-1,0,unknown,no,1.9557477101256302
29,management,single,tertiary,no,330,yes,no,unknown,21,may,315,1,-1,0,unknown,no,-0.3390354240532138
47,management,married,tertiary,no,-488,yes,no,cellular,25,jul,65,5,-1,0,unknown,no,-0.6076961659679546
27,technician,single,secondary,no,2430,yes,no,unknown,28,may,297,1,-1,0,unknown,no,0.35068041704819924
52,blue-collar,single,primary,no,0,no,no,cellular,15,jul,131,2,-1,0,unknown,no,-0.4474193419405787
43,management,married,tertiary,no,0,no,no,cellular,1,jun,346,1,-1,0,unknown,no,-0.4474193419405787
55,unemployed,married,secondary,no,1436,yes,no,cellular,4,feb,969,2,-1,0,unknown,no,0.02421491892686375
47,unemployed,married,secondary,no,432,no,no,cellular,13,aug,334,2,-1,0,unknown,no,-0.3055349403425737
53,blue-collar,married,primary,no,-864,yes,no,unknown,9,may,322,5,-1,0,unknown,no,-0.7311881451365886
41,technician,married,secondary,no,3,yes,yes,unknown,3,jun,197,3,-1,0,unknown,no,-0.4464340335961481
53,entrepreneur,married,secondary,no,0,no,no,cellular,29,aug,88,3,-1,0,unknown,no,-0.4474193419405787
47,admin.,divorced,secondary,no,1939,yes,no,cellular,19,nov,150,1,174,1,failure,no,0.18941828467639268
26,management,single,tertiary,no,1643,no,no,cellular,12,aug,243,1,-1,0,unknown,no,0.09220119469257447
33,entrepreneur,married,secondary,no,3140,yes,yes,cellular,21,nov,7,5,-1,0,unknown,no,0.5838700585634389
43,admin.,single,secondary,no,375,no,yes,cellular,5,feb,193,2,199,4,failure,no,-0.32425579888675493
41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,unknown,no,0.8242852946045028
51,management,divorced,tertiary,no,45,no,no,cellular,19,aug,95,4,-1,0,unknown,no,-0.43263971677411983
47,unemployed,married,secondary,no,817,no,no,cellular,7,apr,721,4,-1,0,unknown,yes,-0.179087036140648
26,services,married,secondary,no,380,yes,no,unknown,13,may,260,3,-1,0,unknown,no,-0.3226136183127039
50,services,married,secondary,no,517,yes,no,unknown,26,may,420,2,-1,0,unknown,no,-0.277617870583707
39,admin.,married,primary,no,444,yes,no,cellular,8,may,374,2,-1,0,unknown,no,-0.3015937069648513
31,technician,married,tertiary,no,1197,yes,no,unknown,24,jun,351,3,-1,0,unknown,no,-0.05428131251277325
42,self-employed,married,tertiary,no,1932,yes,no,unknown,16,may,192,32,-1,0,unknown,no,0.1871192318727213
39,admin.,married,secondary,no,419,yes,yes,unknown,8,may,35,1,-1,0,unknown,no,-0.30980460983510627
33,blue-collar,married,secondary,no,217,yes,no,unknown,15,may,561,1,-1,0,unknown,no,-0.376148705026766
35,blue-collar,married,secondary,no,698,yes,yes,unknown,30,may,1343,3,-1,0,unknown,yes,-0.2181709338030614
39,blue-collar,single,primary,no,323,yes,no,unknown,5,jun,138,3,-1,0,unknown,no,-0.34133447685688517
32,services,single,secondary,no,441,no,yes,cellular,25,jul,135,2,-1,0,unknown,no,-0.30257901530928194
37,services,married,secondary,no,358,yes,no,unknown,6,may,390,3,-1,0,unknown,no,-0.32983921283852824
38,self-employed,married,secondary,no,1029,yes,no,cellular,4,feb,206,3,223,1,other,no,-0.10945857980088629
37,technician,divorced,secondary,no,1176,no,yes,unknown,21,may,282,2,-1,0,unknown,no,-0.061178470923787386
39,management,divorced,tertiary,no,355,yes,no,cellular,25,aug,313,5,-1,0,unknown,no,-0.33082452118295885
36,blue-collar,married,secondary,no,3578,yes,no,telephone,3,feb,45,3,-1,0,unknown,no,0.7277250768503051
35,technician,single,secondary,no,175,yes,no,cellular,29,jan,219,1,246,1,failure,no,-0.38994302184879426
25,technician,single,secondary,no,1105,yes,no,cellular,30,apr,195,1,13,1,failure,no,-0.08449743507531135
35,admin.,single,secondary,no,943,no,no,telephone,14,nov,24,1,-1,0,unknown,no,-0.13770408567456321
51,technician,married,tertiary,no,0,no,no,cellular,2,mar,539,2,-1,0,unknown,yes,-0.4474193419405787
30,management,married,tertiary,no,692,yes,yes,cellular,21,jul,336,4,-1,0,unknown,no,-0.22014155049192258
29,technician,married,secondary,no,23,yes,no,cellular,8,apr,101,2,-1,0,unknown,no,-0.43986531129994416
42,self-employed,married,secondary,no,2130,yes,yes,cellular,29,jul,146,2,-1,0,unknown,no,0.25214958260514025
45,management,married,tertiary,no,4877,yes,no,cellular,8,aug,172,2,-1,0,unknown,no,1.1543635899887505
43,management,divorced,tertiary,no,99,no,no,cellular,29,jan,24,3,-1,0,unknown,no,-0.4149041665743692
37,unknown,single,unknown,no,414,yes,no,unknown,7,may,131,1,-1,0,unknown,no,-0.31144679040915724
58,retired,married,tertiary,no,138,no,no,cellular,7,may,143,1,346,5,failure,no,-0.40209515809677154
26,services,single,tertiary,no,1140,yes,no,cellular,6,feb,984,2,-1,0,unknown,yes,-0.07300217105695446
49,blue-collar,divorced,secondary,no,848,yes,no,unknown,19,jun,109,1,-1,0,unknown,no,-0.16890551658153188
54,management,married,tertiary,no,0,yes,no,cellular,10,jul,144,1,-1,0,unknown,no,-0.4474193419405787
46,self-employed,divorced,tertiary,no,21,no,no,cellular,30,jul,566,2,-1,0,unknown,yes,-0.4405221835295645
28,management,married,tertiary,no,318,yes,no,unknown,27,may,4,4,-1,0,unknown,no,-0.34297665743093614
34,housemaid,married,tertiary,no,5011,yes,no,unknown,9,jun,311,2,-1,0,unknown,no,1.198374029373317
33,blue-collar,married,secondary,no,-241,yes,yes,unknown,27,may,169,1,-1,0,unknown,no,-0.5265724456098361
43,blue-collar,married,secondary,no,130,no,no,cellular,5,may,156,1,337,3,failure,no,-0.4047226470152531
46,management,single,secondary,no,244,yes,no,unknown,15,may,244,1,-1,0,unknown,no,-0.3672809299268907
21,student,single,secondary,no,357,no,no,cellular,2,sep,115,3,-1,0,unknown,no,-0.33016764895333844
38,blue-collar,married,secondary,no,452,yes,no,cellular,9,feb,69,4,-1,0,unknown,no,-0.2989662180463698
32,blue-collar,married,primary,no,885,yes,no,unknown,21,may,127,2,-1,0,unknown,no,-0.15675338033355463
34,admin.,married,secondary,no,635,yes,no,unknown,26,may,247,1,-1,0,unknown,no,-0.23886240903610378
31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,1,-1,0,unknown,yes,0.2147078655167778
48,management,single,tertiary,no,81,no,no,cellular,28,aug,23,9,-1,0,unknown,no,-0.42081601664095275
36,blue-collar,married,secondary,no,779,yes,no,cellular,11,may,240,1,-1,0,unknown,no,-0.19156760850343546
33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,1,-1,0,unknown,yes,-0.28385815676510073
43,admin.,single,secondary,no,277,yes,no,cellular,12,may,315,2,363,1,failure,no,-0.3564425381381542
39,technician,married,secondary,no,625,yes,no,cellular,17,apr,185,1,317,2,failure,no,-0.24214677018420575
49,management,married,secondary,no,601,no,no,cellular,20,aug,278,6,-1,0,unknown,no,-0.25002923693965046
31,management,married,tertiary,no,6980,no,no,cellular,12,aug,157,2,-1,0,unknown,no,1.845064739434594
46,technician,divorced,secondary,no,0,yes,yes,cellular,8,may,306,1,262,1,other,no,-0.4474193419405787
36,management,divorced,tertiary,no,3837,yes,no,cellular,17,nov,184,1,193,1,success,no,0.812790030586146
39,blue-collar,single,primary,no,207,no,yes,unknown,16,jun,35,3,-1,0,unknown,no,-0.37943306617486794
33,technician,single,secondary,no,513,yes,no,unknown,9,may,53,4,-1,0,unknown,no,-0.2789316150429478
30,entrepreneur,married,primary,no,2686,yes,no,cellular,15,jul,808,3,-1,0,unknown,yes,0.4347600624396096
33,blue-collar,single,secondary,no,76,yes,no,unknown,4,jun,1141,4,-1,0,unknown,yes,-0.4224581972150037
37,management,married,tertiary,no,900,yes,no,cellular,7,may,155,1,357,2,failure,no,-0.15182683861140167
35,technician,single,tertiary,no,391,yes,no,unknown,30,may,47,8,-1,0,unknown,no,-0.31900082104979177
27,services,single,secondary,no,3354,yes,no,cellular,14,may,493,5,-1,0,unknown,no,0.654155387132821
30,management,single,tertiary,no,63,yes,no,cellular,20,apr,260,1,320,1,other,no,-0.42672786670753626
28,technician,single,secondary,no,312,yes,no,unknown,6,may,392,1,-1,0,unknown,no,-0.3449472741197973
63,entrepreneur,married,secondary,no,3904,no,no,telephone,8,nov,360,1,96,4,success,yes,0.8347952502784292
34,blue-collar,married,secondary,no,1454,yes,no,cellular,11,feb,231,2,297,2,failure,yes,0.03012676899344729
36,management,single,tertiary,no,2806,yes,no,unknown,30,may,358,4,-1,0,unknown,no,0.4741723962168332
47,blue-collar,married,unknown,no,170,yes,no,cellular,12,may,175,1,-1,0,unknown,no,-0.3915852024228452
39,technician,married,secondary,no,147,yes,no,cellular,6,may,151,2,-1,0,unknown,no,-0.39913923306347976
33,blue-collar,single,secondary,no,688,no,no,unknown,6,jul,226,1,-1,0,unknown,no,-0.22145529495116337
30,housemaid,married,secondary,no,533,yes,no,cellular,2,jun,212,1,-1,0,unknown,no,-0.27236289274674386
37,management,married,tertiary,no,46,yes,no,cellular,15,apr,154,1,-1,0,unknown,no,-0.4323112806593096
65,retired,divorced,secondary,no,828,no,no,cellular,13,jul,305,1,-1,0,unknown,yes,-0.17547423887773583
32,management,married,tertiary,no,2349,no,no,cellular,14,aug,134,5,-1,0,unknown,no,0.3240770917485733
25,blue-collar,single,primary,no,-289,yes,no,telephone,13,may,56,2,-1,0,unknown,no,-0.5423373791207255
27,admin.,single,secondary,no,454,no,yes,cellular,15,jul,331,2,-1,0,unknown,no,-0.2983093458167494
32,admin.,married,secondary,no,739,yes,yes,unknown,28,may,153,3,-1,0,unknown,no,-0.20470505309584333
30,blue-collar,married,primary,no,-336,no,no,cellular,10,jul,128,6,-1,0,unknown,no,-0.5577738765168048
56,management,married,tertiary,no,935,yes,no,cellular,17,nov,140,1,-1,0,unknown,no,-0.1403315745930448
43,blue-collar,single,primary,no,-399,no,yes,cellular,28,jul,662,3,-1,0,unknown,yes,-0.5784653517498471
47,blue-collar,married,secondary,no,235,yes,no,cellular,6,may,121,1,-1,0,unknown,no,-0.37023685496018244
34,unemployed,single,secondary,no,0,no,no,cellular,17,nov,63,2,-1,0,unknown,no,-0.4474193419405787
40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,no,-0.29141218740573527
44,admin.,single,secondary,no,733,yes,no,cellular,4,dec,360,2,105,5,success,yes,-0.2066756697847045
29,admin.,married,secondary,no,387,yes,yes,unknown,14,may,49,1,-1,0,unknown,no,-0.32031456550903253
43,management,married,tertiary,no,1451,yes,no,unknown,20,jun,11,12,-1,0,unknown,no,0.029141460649016702
27,admin.,married,tertiary,no,565,yes,no,cellular,2,jul,148,1,-1,0,unknown,no,-0.26185293707281754
54,blue-collar,married,primary,no,714,no,no,cellular,5,may,225,1,-1,0,unknown,no,-0.21291595596609825
30,technician,married,tertiary,no,606,yes,no,cellular,30,apr,551,1,-1,0,unknown,no,-0.2483870563655995
40,retired,married,secondary,no,102,no,no,cellular,6,may,168,1,-1,0,unknown,no,-0.4139188582299386
25,services,single,secondary,no,199,no,no,cellular,16,nov,173,1,92,5,failure,no,-0.3820605550933495
36,technician,single,secondary,no,98,no,no,cellular,30,jan,771,1,-1,0,unknown,yes,-0.4152326026891794
31,services,single,secondary,yes,68,yes,no,unknown,9,may,169,2,-1,0,unknown,no,-0.4250856861334853
29,management,single,tertiary,no,-233,yes,no,unknown,19,may,329,1,-1,0,unknown,no,-0.5239449566913545
54,management,married,tertiary,no,3795,yes,yes,cellular,17,nov,227,2,119,1,failure,no,0.7989957137641177
35,unemployed,single,tertiary,no,2340,no,no,cellular,31,jul,420,9,-1,0,unknown,no,0.32112116671528157
24,student,single,secondary,no,228,no,no,cellular,20,aug,99,1,79,1,failure,no,-0.3725359077638538
44,blue-collar,married,primary,no,23,yes,no,unknown,13,may,135,1,-1,0,unknown,no,-0.43986531129994416
33,technician,married,tertiary,no,145,yes,no,cellular,20,nov,262,3,-1,0,unknown,no,-0.39979610529310017
34,blue-collar,married,primary,no,698,yes,no,cellular,4,may,83,5,-1,0,unknown,no,-0.2181709338030614
40,management,single,tertiary,no,326,yes,no,unknown,28,may,64,1,-1,0,unknown,no,-0.34034916851245456
51,management,single,tertiary,no,2523,yes,no,cellular,16,apr,150,1,-1,0,unknown,no,0.38122497572554753
32,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,-1,0,unknown,no,-0.41424729434474883
38,unemployed,single,secondary,no,1354,yes,no,cellular,13,may,364,2,343,4,failure,no,-0.002716842487572375
31,management,married,tertiary,no,2196,yes,no,cellular,26,may,299,2,-1,0,unknown,no,0.27382636618261325
34,services,married,secondary,no,0,yes,no,cellular,14,jul,78,4,-1,0,unknown,no,-0.4474193419405787
32,technician,married,secondary,no,659,no,yes,cellular,28,jul,446,2,-1,0,unknown,no,-0.23097994228065907
54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,241,1,-1,0,unknown,yes,-0.04902633467581011
58,technician,married,primary,no,4198,no,no,cellular,15,oct,441,5,246,5,failure,yes,0.9313554680326269
52,management,married,secondary,no,428,yes,no,unknown,30,may,153,1,-1,0,unknown,no,-0.3068486848018145
41,management,married,tertiary,no,1194,no,no,cellular,14,aug,50,5,-1,0,unknown,no,-0.055266620857203845
34,admin.,single,secondary,no,181,yes,no,cellular,21,jul,296,1,-1,0,unknown,no,-0.3879724051599331
33,entrepreneur,married,tertiary,no,87,yes,yes,cellular,21,nov,141,4,-1,0,unknown,no,-0.4188453999520916
51,technician,single,tertiary,no,318,no,no,cellular,4,may,8,3,-1,0,unknown,no,-0.34297665743093614
32,blue-collar,married,secondary,no,43,yes,no,unknown,21,may,173,2,-1,0,unknown,no,-0.43329658900374024
28,management,married,tertiary,no,17,yes,no,cellular,11,jul,16,2,-1,0,unknown,no,-0.44183592798880533
37,admin.,married,secondary,no,1396,yes,no,cellular,22,jul,199,2,-1,0,unknown,no,0.011077474334455885
55,self-employed,married,primary,no,325,no,no,cellular,26,mar,439,4,-1,0,unknown,no,-0.34067760462726476
36,blue-collar,married,secondary,no,-128,no,yes,telephone,14,jul,821,3,-1,0,unknown,no,-0.48945916463628386
31,blue-collar,married,primary,no,4728,yes,no,cellular,19,nov,114,1,183,3,other,no,1.1054266088820313
38,technician,married,secondary,no,403,yes,yes,unknown,17,jun,99,8,-1,0,unknown,no,-0.31505958767206943
51,blue-collar,married,secondary,no,1414,yes,no,unknown,15,may,241,2,-1,0,unknown,no,0.016989324401039424
33,blue-collar,married,secondary,no,1834,yes,no,cellular,7,jul,117,3,-1,0,unknown,no,0.15493249262132203
30,management,single,tertiary,no,212,yes,no,cellular,20,nov,370,2,-1,0,unknown,no,-0.377790885600817
54,blue-collar,married,primary,no,836,yes,no,telephone,21,nov,312,1,130,3,other,no,-0.17284674995925425
55,retired,married,primary,no,2325,yes,yes,telephone,8,aug,87,7,-1,0,unknown,no,0.3161946249931286
53,technician,married,secondary,no,1738,no,yes,cellular,21,nov,168,2,-1,0,unknown,no,0.12340262559954315
28,blue-collar,married,tertiary,no,335,yes,no,cellular,14,may,256,1,322,3,success,no,-0.3373932434791628
27,management,single,tertiary,no,7,no,no,cellular,27,may,483,2,-1,0,unknown,no,-0.4451202891369073
53,technician,married,unknown,no,6921,yes,no,cellular,19,nov,130,3,188,2,other,no,1.8256870086607924
39,blue-collar,married,secondary,no,648,yes,no,cellular,29,jan,85,2,240,1,failure,no,-0.23459273954357124
34,blue-collar,married,secondary,no,0,yes,no,cellular,20,apr,562,2,-1,0,unknown,no,-0.4474193419405787
42,blue-collar,single,unknown,no,961,yes,no,cellular,18,may,10,6,354,1,failure,no,-0.13179223560797967
53,retired,single,secondary,no,1846,no,no,unknown,11,jun,95,1,-1,0,unknown,no,0.1588737259990444
45,unemployed,married,tertiary,no,1148,no,no,cellular,19,nov,782,2,-1,0,unknown,no,-0.0703746821384729
39,services,single,secondary,no,91,no,no,cellular,3,sep,213,1,185,1,success,yes,-0.41753165549285076
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,unknown,yes,-0.4474193419405787
47,blue-collar,married,primary,no,699,no,no,cellular,5,aug,203,1,-1,0,unknown,no,-0.2178424976882512
55,services,married,tertiary,no,2877,no,no,cellular,9,aug,305,1,91,2,other,no,0.49749136036835717
31,self-employed,single,secondary,no,203,no,yes,cellular,19,nov,177,1,-1,0,unknown,no,-0.38074681063410876
41,services,divorced,secondary,no,0,yes,no,cellular,9,jul,126,1,-1,0,unknown,no,-0.4474193419405787
43,management,single,tertiary,no,5658,no,no,unknown,12,jun,462,3,-1,0,unknown,no,1.410872195655514
57,retired,married,secondary,no,5313,no,no,cellular,16,dec,283,2,196,1,success,yes,1.2975617360459963
65,retired,married,primary,no,308,no,no,cellular,1,sep,400,1,-1,0,unknown,yes,-0.34626101857903807
23,student,single,secondary,no,4126,no,no,cellular,25,mar,96,2,-1,0,unknown,yes,0.9077080677662928
29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88,1,failure,yes,-0.3692515466157519
49,technician,married,secondary,no,550,yes,no,unknown,5,jun,412,2,-1,0,unknown,no,-0.2667794787949705
32,technician,married,tertiary,no,2976,yes,no,cellular,5,feb,783,1,175,5,failure,yes,0.5300065357345666
34,technician,single,secondary,no,318,no,yes,cellular,25,jul,239,5,-1,0,unknown,no,-0.34297665743093614
38,entrepreneur,married,tertiary,no,227,yes,no,cellular,4,feb,89,1,209,1,failure,no,-0.372864343878664
76,retired,married,tertiary,no,0,no,no,telephone,4,feb,92,3,169,1,failure,no,-0.4474193419405787
54,services,married,secondary,no,2431,yes,no,unknown,19,may,221,4,-1,0,unknown,no,0.35100885316300945
37,blue-collar,married,primary,no,689,yes,no,cellular,14,jul,367,2,-1,0,unknown,no,-0.22112685883635316
52,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,1,-1,0,unknown,no,-0.24937236471003008
41,management,married,tertiary,no,371,no,no,cellular,9,feb,107,5,-1,0,unknown,no,-0.3255695433459957
47,services,married,secondary,no,223,no,no,cellular,15,may,133,2,-1,0,unknown,no,-0.37417808833790484
27,technician,single,secondary,no,905,yes,yes,cellular,7,may,245,1,-1,0,unknown,no,-0.15018465803735068
43,blue-collar,married,primary,no,-181,yes,no,cellular,17,apr,351,1,337,3,failure,no,-0.5068662787212243
46,services,married,secondary,no,-204,yes,yes,cellular,28,jul,234,15,-1,0,unknown,no,-0.5144203093618588
32,student,single,tertiary,no,290,yes,no,cellular,5,may,18,6,-1,0,unknown,no,-0.35217286864562164
30,self-employed,married,primary,no,1380,yes,no,cellular,24,jul,259,9,-1,0,unknown,no,0.005822496497492739
29,housemaid,married,secondary,no,1082,no,yes,cellular,30,jul,77,4,-1,0,unknown,no,-0.09205146571594587
35,admin.,married,secondary,no,269,yes,yes,cellular,2,jun,392,1,-1,0,unknown,no,-0.35907002705663577
40,housemaid,married,primary,no,229,yes,no,cellular,24,jul,213,10,-1,0,unknown,no,-0.3722074716490436
46,blue-collar,married,unknown,no,990,yes,no,cellular,9,jul,420,1,-1,0,unknown,no,-0.12226758827848397
52,management,married,tertiary,no,388,no,no,cellular,25,may,272,1,-1,0,unknown,yes,-0.3199861293942224
58,management,single,tertiary,no,2,yes,no,telephone,11,may,168,3,-1,0,unknown,no,-0.4467624697109583
37,blue-collar,divorced,primary,no,139,yes,no,unknown,7,may,71,1,-1,0,unknown,no,-0.40176672198196134
30,management,married,tertiary,no,-328,yes,no,unknown,14,may,242,5,-1,0,unknown,no,-0.5551463875983231
45,admin.,divorced,secondary,no,440,no,no,cellular,30,jan,91,1,2,1,other,no,-0.30290745142409214
38,self-employed,married,tertiary,no,327,yes,no,cellular,6,may,69,2,-1,0,unknown,no,-0.34002073239764435
37,admin.,single,secondary,no,310,no,yes,cellular,6,feb,179,1,-1,0,unknown,no,-0.3456041463494177
56,management,married,tertiary,no,247,no,no,cellular,30,jul,44,2,-1,0,unknown,no,-0.3662956215824601
28,technician,married,tertiary,no,1198,no,yes,cellular,10,jul,57,3,-1,0,unknown,no,-0.053952876397963055
33,management,single,tertiary,no,370,no,no,cellular,23,jul,141,1,-1,0,unknown,no,-0.3258979794608059
50,services,divorced,secondary,no,761,yes,no,unknown,19,may,169,1,-1,0,unknown,no,-0.197479458570019
33,technician,single,secondary,no,239,yes,no,unknown,21,may,127,1,-1,0,unknown,no,-0.3689231105009417
32,technician,single,secondary,no,284,no,no,cellular,29,aug,161,2,-1,0,unknown,no,-0.3541434853344828
27,blue-collar,single,secondary,no,551,no,no,cellular,3,feb,565,2,-1,0,unknown,no,-0.2664510426801603
36,technician,divorced,secondary,no,433,no,no,cellular,22,aug,173,3,-1,0,unknown,no,-0.3052065042277635
80,retired,married,secondary,no,1610,no,no,cellular,12,aug,71,1,-1,0,unknown,no,0.08136280290383797
40,blue-collar,married,primary,no,572,yes,yes,cellular,17,apr,171,1,318,1,failure,no,-0.25955388426914616
52,admin.,married,secondary,no,0,no,no,cellular,22,apr,91,2,275,1,failure,no,-0.4474193419405787
45,services,married,unknown,no,9,yes,no,telephone,29,jul,186,2,-1,0,unknown,no,-0.4444634169072869
45,technician,married,tertiary,no,1780,no,no,unknown,9,jun,464,1,-1,0,unknown,no,0.1371969424215714
26,blue-collar,married,primary,no,-219,yes,yes,unknown,15,may,311,5,-1,0,unknown,no,-0.5193468510840118
42,blue-collar,single,primary,no,1401,yes,no,unknown,19,jun,69,1,-1,0,unknown,no,0.012719654908506869
52,management,married,tertiary,no,751,no,no,cellular,14,may,165,4,371,5,failure,no,-0.20076381971812096
31,services,married,secondary,yes,-158,yes,no,cellular,21,nov,214,2,-1,0,unknown,no,-0.49931224808058977
45,retired,married,primary,no,1152,no,no,unknown,18,jun,234,2,-1,0,unknown,no,-0.0690609376792321
50,management,married,tertiary,no,5108,yes,no,cellular,19,jun,140,2,-1,0,unknown,no,1.230232332509906
61,retired,divorced,secondary,no,4243,no,no,cellular,30,apr,315,1,182,2,success,yes,0.9461350931990858
46,entrepreneur,married,secondary,no,0,no,yes,cellular,18,jul,115,1,-1,0,unknown,no,-0.4474193419405787
26,technician,single,secondary,no,57,yes,no,unknown,9,may,404,2,-1,0,unknown,no,-0.42869848339639743
30,blue-collar,single,secondary,no,783,no,yes,cellular,29,jan,197,1,-1,0,unknown,no,-0.19025386404419467
